Enzyme,Ligand,Energy,LB,UB,num_torsions
fold_cplip2_wt_palmitic_alphafold_model_4,dimethoxybenzyl_alcohol,-5.296,5.089,6.924,4
fold_cplip2_wt_palmitic_alphafold_model_4,dimethoxybenzyl_alcohol,-5.272,2.589,5.891,4
fold_cplip2_wt_palmitic_alphafold_model_4,dimethoxybenzyl_alcohol,-5.24,2.884,4.612,4
fold_cplip2_wt_palmitic_alphafold_model_4,Ferulic_Acid,-6.36,0.0,0.0,5
fold_cplip2_wt_palmitic_alphafold_model_4,Ferulic_Acid,-6.075,10.221,13.131,5
fold_cplip2_wt_palmitic_alphafold_model_4,Ferulic_Acid,-5.755,11.305,13.662,5
fold_cplip2_wt_palmitic_alphafold_model_4,Ferulic_Acid,-5.746,1.56,6.334,5
fold_cplip2_wt_palmitic_alphafold_model_4,Ferulic_Acid,-5.612,1.6,6.571,5
fold_cplip2_wt_palmitic_alphafold_model_4,Ferulic_Acid,-5.48,16.745,20.686,5
fold_cplip2_wt_palmitic_alphafold_model_4,Ferulic_Acid,-5.425,11.118,14.205,5
fold_cplip2_wt_palmitic_alphafold_model_4,Ferulic_Acid,-5.369,12.548,14.43,5
fold_cplip2_wt_palmitic_alphafold_model_4,Ferulic_Acid,-5.314,11.228,14.159,5
fold_cplip2_wt_palmitic_alphafold_model_4,Gallic_acid,-5.069,0.0,0.0,5
fold_cplip2_wt_palmitic_alphafold_model_4,Gallic_acid,-4.984,1.134,3.991,5
fold_cplip2_wt_palmitic_alphafold_model_4,Gallic_acid,-4.98,1.854,3.54,5
fold_cplip2_wt_palmitic_alphafold_model_4,Gallic_acid,-4.974,1.481,1.975,5
fold_cplip2_wt_palmitic_alphafold_model_4,Gallic_acid,-4.97,1.131,4.634,5
fold_cplip2_wt_palmitic_alphafold_model_4,Gallic_acid,-4.968,0.144,2.405,5
fold_cplip2_wt_palmitic_alphafold_model_4,Gallic_acid,-4.965,4.423,5.745,5
fold_cplip2_wt_palmitic_alphafold_model_4,Gallic_acid,-4.931,7.771,9.962,5
fold_cplip2_wt_palmitic_alphafold_model_4,Gallic_acid,-4.799,5.721,8.056,5
fold_cplip2_wt_palmitic_alphafold_model_4,Verytryl_Alcohol,-5.329,0.0,0.0,4
fold_cplip2_wt_palmitic_alphafold_model_4,Verytryl_Alcohol,-5.025,1.377,4.142,4
fold_cplip2_wt_palmitic_alphafold_model_4,Verytryl_Alcohol,-4.978,2.322,3.928,4
fold_cplip2_wt_palmitic_alphafold_model_4,Verytryl_Alcohol,-4.697,1.652,2.212,4
fold_cplip2_wt_palmitic_alphafold_model_4,Verytryl_Alcohol,-4.633,3.558,5.058,4
fold_cplip2_wt_palmitic_alphafold_model_4,Verytryl_Alcohol,-4.563,2.717,4.171,4
fold_cplip2_wt_palmitic_alphafold_model_4,Verytryl_Alcohol,-4.466,8.1,9.611,4
fold_cplip2_wt_palmitic_alphafold_model_4,Verytryl_Alcohol,-4.268,2.949,5.186,4
fold_cplip2_wt_palmitic_alphafold_model_4,Verytryl_Alcohol,-4.262,2.15,3.566,4
fold_cplip2_y179f_alphafold_model_4,4_Methoxyphenethyl_alcohol,-6.193,0.0,0.0,4
fold_cplip2_y179f_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.779,3.54,4.775,4
fold_cplip2_y179f_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.368,2.921,4.719,4
fold_cplip2_y179f_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.133,2.115,2.697,4
fold_cplip2_y179f_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.111,3.65,4.877,4
fold_cplip2_y179f_alphafold_model_4,4_Methoxyphenethyl_alcohol,-4.749,4.314,6.696,4
fold_cplip2_y179f_alphafold_model_4,4_Methoxyphenethyl_alcohol,-4.727,3.419,4.048,4
fold_cplip2_y179f_alphafold_model_4,4_Methoxyphenethyl_alcohol,-4.611,3.072,5.56,4
fold_cplip2_y179f_alphafold_model_4,4_Methoxyphenethyl_alcohol,-4.433,3.344,3.94,4
fold_cplip2_y179f_alphafold_model_4,Caffeic_Acid,-6.495,0.0,0.0,5
fold_cplip2_y179f_alphafold_model_4,Caffeic_Acid,-6.278,3.243,5.346,5
fold_cplip2_y179f_alphafold_model_4,Caffeic_Acid,-6.11,2.603,3.766,5
fold_cplip2_y179f_alphafold_model_4,Caffeic_Acid,-5.966,3.118,5.427,5
fold_cplip2_y179f_alphafold_model_4,Caffeic_Acid,-5.902,1.964,2.953,5
fold_cplip2_y179f_alphafold_model_4,Caffeic_Acid,-5.89,3.837,6.137,5
fold_cplip2_y179f_alphafold_model_4,Caffeic_Acid,-5.791,2.89,3.961,5
fold_cplip2_y179f_alphafold_model_4,Caffeic_Acid,-5.77,1.386,5.926,5
fold_cplip2_y179f_alphafold_model_4,Caffeic_Acid,-5.568,9.961,12.272,5
fold_cplip2_y179f_alphafold_model_4,Cinnamyl_alcohol,-7.292,0.0,0.0,3
fold_cplip2_y179f_alphafold_model_4,Cinnamyl_alcohol,-7.139,0.262,2.004,3
fold_cplip2_y179f_alphafold_model_4,Cinnamyl_alcohol,-6.919,2.057,3.503,3
fold_cplip2_y179f_alphafold_model_4,Cinnamyl_alcohol,-6.912,1.947,2.971,3
fold_cplip2_y179f_alphafold_model_4,Cinnamyl_alcohol,-6.679,5.241,7.633,3
fold_cplip2_y179f_alphafold_model_4,Cinnamyl_alcohol,-6.615,5.086,7.53,3
fold_cplip2_y179f_alphafold_model_4,Cinnamyl_alcohol,-6.434,4.584,6.508,3
fold_cplip2_y179f_alphafold_model_4,Cinnamyl_alcohol,-6.409,4.627,6.548,3
fold_cplip2_y179f_alphafold_model_4,Cinnamyl_alcohol,-6.277,5.232,6.881,3
fold_cplip2_y179f_alphafold_model_4,dimethoxybenzyl_alcohol,-6.451,0.0,0.0,4
fold_cplip2_y179f_alphafold_model_4,dimethoxybenzyl_alcohol,-6.323,3.114,4.038,4
fold_cplip2_y179f_alphafold_model_4,dimethoxybenzyl_alcohol,-6.287,1.639,5.722,4
fold_cplip2_y179f_alphafold_model_4,dimethoxybenzyl_alcohol,-5.44,2.541,2.835,4
fold_cplip2_y179f_alphafold_model_4,dimethoxybenzyl_alcohol,-5.365,1.731,2.045,4
fold_cplip2_y179f_alphafold_model_4,dimethoxybenzyl_alcohol,-5.299,2.519,3.714,4
fold_cplip2_y179f_alphafold_model_4,dimethoxybenzyl_alcohol,-5.233,2.287,6.583,4
fold_cplip2_y179f_alphafold_model_4,dimethoxybenzyl_alcohol,-5.156,3.676,6.483,4
fold_cplip2_y179f_alphafold_model_4,dimethoxybenzyl_alcohol,-5.153,2.877,4.686,4
fold_cplip2_y179f_alphafold_model_4,Ferulic_Acid,-6.487,0.0,0.0,5
fold_cplip2_y179f_alphafold_model_4,Ferulic_Acid,-6.073,2.066,5.47,5
fold_cplip2_y179f_alphafold_model_4,Ferulic_Acid,-6.061,1.541,5.756,5
fold_cplip2_y179f_alphafold_model_4,Ferulic_Acid,-6.017,2.414,3.362,5
fold_cplip2_y179f_alphafold_model_4,Ferulic_Acid,-5.951,2.227,5.524,5
fold_cplip2_y179f_alphafold_model_4,Ferulic_Acid,-5.806,2.168,6.022,5
fold_cplip2_y179f_alphafold_model_4,Ferulic_Acid,-5.725,1.218,2.603,5
fold_cplip2_y179f_alphafold_model_4,Ferulic_Acid,-5.539,10.533,13.337,5
fold_cplip2_y179f_alphafold_model_4,Ferulic_Acid,-5.514,2.021,2.589,5
fold_cplip2_y179f_alphafold_model_4,Gallic_acid,-5.469,0.0,0.0,5
fold_cplip2_y179f_alphafold_model_4,Gallic_acid,-5.466,0.022,2.402,5
fold_cplip2_y179f_alphafold_model_4,Gallic_acid,-5.418,1.536,4.84,5
fold_cplip2_y179f_alphafold_model_4,Gallic_acid,-5.415,1.536,4.218,5
fold_cplip2_y179f_alphafold_model_4,Gallic_acid,-5.39,2.094,3.825,5
fold_cplip2_y179f_alphafold_model_4,Gallic_acid,-5.356,1.874,3.197,5
fold_cplip2_y179f_alphafold_model_4,Gallic_acid,-5.295,1.432,4.688,5
fold_cplip2_y179f_alphafold_model_4,Gallic_acid,-5.238,1.413,3.113,5
fold_cplip2_y179f_alphafold_model_4,Gallic_acid,-4.925,1.491,2.377,5
fold_cplip2_y179f_alphafold_model_4,Verytryl_Alcohol,-5.85,0.0,0.0,4
fold_cplip2_y179f_alphafold_model_4,Verytryl_Alcohol,-5.646,1.258,4.082,4
fold_cplip2_y179f_alphafold_model_4,Verytryl_Alcohol,-5.41,2.117,3.88,4
fold_cplip2_y179f_alphafold_model_4,Verytryl_Alcohol,-5.272,1.862,2.388,4
fold_cplip2_y179f_alphafold_model_4,Verytryl_Alcohol,-5.249,1.243,2.848,4
fold_cplip2_y179f_alphafold_model_4,Verytryl_Alcohol,-5.182,2.416,4.015,4
fold_cplip2_y179f_alphafold_model_4,Verytryl_Alcohol,-5.083,1.957,5.019,4
fold_cplip2_y179f_alphafold_model_4,Verytryl_Alcohol,-4.996,1.834,4.401,4
fold_cplip2_y179f_alphafold_model_4,Verytryl_Alcohol,-4.451,2.124,2.923,4
fold_cplip2_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.693,0.0,0.0,4
fold_cplip2_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.684,13.828,17.742,4
fold_cplip2_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.513,14.535,17.767,4
fold_cplip2_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.393,1.676,2.605,4
fold_cplip2_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.276,2.634,4.446,4
fold_cplip2_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.104,14.991,18.153,4
fold_cplip2_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.082,15.148,16.642,4
fold_cplip2_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.078,14.409,16.985,4
fold_cplip2_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.016,4.711,7.087,4
fold_cplip2_y179f_palmitic_acid_model_4,Caffeic_Acid,-6.314,0.0,0.0,5
fold_cplip2_y179f_palmitic_acid_model_4,Caffeic_Acid,-6.117,2.767,6.735,5
fold_cplip2_y179f_palmitic_acid_model_4,Caffeic_Acid,-6.065,1.625,6.188,5
fold_cplip2_y179f_palmitic_acid_model_4,Caffeic_Acid,-5.994,10.872,13.644,5
fold_cplip2_y179f_palmitic_acid_model_4,Caffeic_Acid,-5.987,9.888,12.272,5
fold_cplip2_y179f_palmitic_acid_model_4,Caffeic_Acid,-5.725,1.314,2.167,5
fold_cplip2_y179f_palmitic_acid_model_4,Caffeic_Acid,-5.724,10.153,12.675,5
fold_cplip2_y179f_palmitic_acid_model_4,Caffeic_Acid,-5.312,15.232,17.76,5
fold_cplip2_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.862,0.0,0.0,3
fold_cplip2_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.746,11.344,13.157,3
fold_cplip2_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.698,11.331,13.311,3
fold_cplip2_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.519,10.336,12.958,3
fold_cplip2_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.403,10.592,14.103,3
fold_cplip2_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.377,10.134,12.692,3
fold_cplip2_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.309,11.019,13.295,3
fold_cplip2_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.059,11.52,13.885,3
fold_cplip2_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.052,10.932,14.256,3
fold_cplip2_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.783,0.0,0.0,4
fold_cplip2_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.668,3.268,5.45,4
fold_cplip2_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.629,1.92,3.617,4
fold_cplip2_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.606,2.04,6.498,4
fold_cplip2_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.591,1.673,5.674,4
fold_cplip2_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.463,2.55,4.415,4
fold_cplip2_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.434,4.693,6.603,4
fold_cplip2_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.425,6.053,8.311,4
fold_cplip2_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.33,2.511,5.963,4
fold_cplip2_y179f_palmitic_acid_model_4,Ferulic_Acid,-6.359,0.0,0.0,5
fold_cplip2_y179f_palmitic_acid_model_4,Ferulic_Acid,-6.216,11.03,13.839,5
fold_cplip2_y179f_palmitic_acid_model_4,Ferulic_Acid,-6.03,10.614,13.512,5
fold_cplip2_y179f_palmitic_acid_model_4,Ferulic_Acid,-5.832,3.213,7.892,5
fold_cplip2_y179f_palmitic_acid_model_4,Ferulic_Acid,-5.788,10.931,13.314,5
fold_cplip2_y179f_palmitic_acid_model_4,Ferulic_Acid,-5.733,10.585,13.32,5
fold_cplip2_y179f_palmitic_acid_model_4,Ferulic_Acid,-5.656,11.328,14.366,5
fold_cplip2_y179f_palmitic_acid_model_4,Ferulic_Acid,-5.548,16.898,20.712,5
fold_cplip2_y179f_palmitic_acid_model_4,Ferulic_Acid,-5.481,11.572,15.263,5
fold_cplip2_y179f_palmitic_acid_model_4,Gallic_acid,-5.171,0.0,0.0,5
fold_cplip2_y179f_palmitic_acid_model_4,Gallic_acid,-5.032,7.698,10.03,5
fold_cplip2_y179f_palmitic_acid_model_4,Gallic_acid,-5.025,7.708,9.79,5
fold_cplip2_y179f_palmitic_acid_model_4,Gallic_acid,-5.011,8.231,10.033,5
fold_cplip2_y179f_palmitic_acid_model_4,Gallic_acid,-4.99,2.721,5.741,5
fold_cplip2_y179f_palmitic_acid_model_4,Gallic_acid,-4.953,7.441,9.581,5
fold_cplip2_y179f_palmitic_acid_model_4,Gallic_acid,-4.937,7.327,9.216,5
fold_cplip2_y179f_palmitic_acid_model_4,Gallic_acid,-4.778,8.004,10.743,5
fold_cplip2_y179f_palmitic_acid_model_4,Gallic_acid,-4.673,1.831,3.819,5
fold_cplip2_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-5.288,0.0,0.0,4
fold_cplip2_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-5.091,1.265,4.023,4
fold_cplip2_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.917,1.707,3.117,4
fold_cplip2_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.883,8.679,11.142,4
fold_cplip2_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.727,1.874,4.779,4
fold_cplip2_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.6,1.979,4.426,4
fold_cplip2_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.471,15.291,18.412,4
fold_cplip2_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.455,5.184,7.898,4
