Enzyme,Ligand,Energy,LB,UB,num_torsions
fold_cplip2_s369a_y179f8_alphafold_model_4,Cinnamyl_alcohol,-6.926,0.0,0.0,3
fold_cplip2_s369a_y179f8_alphafold_model_4,Cinnamyl_alcohol,-6.788,1.792,2.708,3
fold_cplip2_s369a_y179f8_alphafold_model_4,Cinnamyl_alcohol,-6.764,1.803,3.263,3
fold_cplip2_s369a_y179f8_alphafold_model_4,Cinnamyl_alcohol,-6.756,5.711,7.914,3
fold_cplip2_s369a_y179f8_alphafold_model_4,Cinnamyl_alcohol,-6.672,5.762,8.035,3
fold_cplip2_s369a_y179f8_alphafold_model_4,Cinnamyl_alcohol,-6.247,5.034,6.381,3
fold_cplip2_s369a_y179f8_alphafold_model_4,Cinnamyl_alcohol,-6.095,4.261,6.391,3
fold_cplip2_s369a_y179f8_alphafold_model_4,Cinnamyl_alcohol,-6.028,4.264,6.156,3
fold_cplip2_s369a_y179f8_alphafold_model_4,Cinnamyl_alcohol,-5.999,3.902,5.917,3
fold_cplip2_s369a_y179f8_alphafold_model_4,dimethoxybenzyl_alcohol,-6.368,0.0,0.0,4
fold_cplip2_s369a_y179f8_alphafold_model_4,dimethoxybenzyl_alcohol,-6.324,3.275,4.202,4
fold_cplip2_s369a_y179f8_alphafold_model_4,dimethoxybenzyl_alcohol,-6.095,1.615,5.703,4
fold_cplip2_s369a_y179f8_alphafold_model_4,dimethoxybenzyl_alcohol,-5.5,2.186,2.58,4
fold_cplip2_s369a_y179f8_alphafold_model_4,dimethoxybenzyl_alcohol,-5.426,2.608,2.972,4
fold_cplip2_s369a_y179f8_alphafold_model_4,dimethoxybenzyl_alcohol,-5.169,2.554,4.444,4
fold_cplip2_s369a_y179f8_alphafold_model_4,dimethoxybenzyl_alcohol,-5.125,2.423,3.429,4
fold_cplip2_s369a_y179f8_alphafold_model_4,dimethoxybenzyl_alcohol,-4.904,3.362,6.556,4
fold_cplip2_s369a_y179f8_alphafold_model_4,dimethoxybenzyl_alcohol,-4.901,2.472,6.299,4
fold_cplip2_s369a_y179f8_alphafold_model_4,Ferulic_Acid,-6.412,0.0,0.0,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Ferulic_Acid,-6.321,4.815,7.062,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Ferulic_Acid,-6.184,1.3,1.665,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Ferulic_Acid,-5.993,2.996,6.709,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Ferulic_Acid,-5.971,1.78,5.851,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Ferulic_Acid,-5.694,11.634,14.46,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Ferulic_Acid,-5.692,2.857,3.18,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Ferulic_Acid,-5.677,1.684,6.101,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Ferulic_Acid,-5.443,1.66,3.125,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Gallic_acid,-5.364,0.0,0.0,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Gallic_acid,-5.351,0.07,2.402,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Gallic_acid,-5.341,1.192,2.759,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Gallic_acid,-5.305,1.236,3.888,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Gallic_acid,-5.288,1.17,4.4,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Gallic_acid,-5.202,1.423,4.225,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Gallic_acid,-5.202,1.883,3.472,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Gallic_acid,-5.188,1.894,2.967,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Gallic_acid,-5.171,1.444,4.848,5
fold_cplip2_s369a_y179f8_alphafold_model_4,Verytryl_Alcohol,-5.942,0.0,0.0,4
fold_cplip2_s369a_y179f8_alphafold_model_4,Verytryl_Alcohol,-5.582,1.334,4.17,4
fold_cplip2_s369a_y179f8_alphafold_model_4,Verytryl_Alcohol,-5.234,1.216,2.755,4
fold_cplip2_s369a_y179f8_alphafold_model_4,Verytryl_Alcohol,-5.22,2.538,4.095,4
fold_cplip2_s369a_y179f8_alphafold_model_4,Verytryl_Alcohol,-5.059,2.665,3.642,4
fold_cplip2_s369a_y179f8_alphafold_model_4,Verytryl_Alcohol,-5.04,1.198,2.628,4
fold_cplip2_s369a_y179f8_alphafold_model_4,Verytryl_Alcohol,-4.648,6.068,8.947,4
fold_cplip2_s369a_y179f8_alphafold_model_4,Verytryl_Alcohol,-4.481,1.884,4.472,4
fold_cplip2_s369a_y179f8_alphafold_model_4,Verytryl_Alcohol,-4.279,2.253,4.715,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.73,0.0,0.0,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.659,13.774,17.641,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.504,13.305,16.541,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.477,12.388,16.003,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.453,1.106,4.986,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.154,11.657,14.247,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.127,8.229,11.051,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.118,1.388,2.196,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-4.966,3.315,4.186,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Caffeic_Acid,-6.316,0.0,0.0,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Caffeic_Acid,-6.295,10.951,13.887,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Caffeic_Acid,-6.166,2.773,6.747,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Caffeic_Acid,-6.123,1.664,6.235,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Caffeic_Acid,-5.871,3.947,8.151,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Caffeic_Acid,-5.869,10.185,12.511,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Caffeic_Acid,-5.741,1.3,2.168,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Caffeic_Acid,-5.691,10.092,12.721,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Caffeic_Acid,-5.525,2.539,3.337,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.932,0.0,0.0,3
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.914,0.08,1.991,3
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.668,11.369,13.193,3
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.647,11.393,13.373,3
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.499,10.068,12.624,3
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.352,11.785,15.777,3
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.348,10.881,14.282,3
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.307,11.125,14.495,3
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Cinnamyl_alcohol,-6.149,11.575,15.746,3
fold_cplip2_s369a_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.703,0.0,0.0,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.682,3.859,7.774,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.673,1.664,5.783,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.637,3.321,5.56,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.618,4.753,7.173,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.607,5.961,7.97,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.523,5.542,7.778,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.486,3.424,7.97,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.336,1.457,3.353,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Ferulic_Acid,-6.424,0.0,0.0,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Ferulic_Acid,-6.325,11.145,13.935,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Ferulic_Acid,-5.876,3.099,4.532,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Ferulic_Acid,-5.761,9.687,13.222,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Ferulic_Acid,-5.717,9.038,12.864,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Ferulic_Acid,-5.686,15.866,19.419,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Ferulic_Acid,-5.491,3.992,6.096,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Ferulic_Acid,-5.483,3.078,4.285,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Ferulic_Acid,-5.267,3.287,5.719,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Gallic_acid,-5.274,0.0,0.0,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Gallic_acid,-5.273,0.072,2.403,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Gallic_acid,-4.949,2.742,5.815,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Gallic_acid,-4.94,2.715,5.321,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Gallic_acid,-4.857,1.217,4.07,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Gallic_acid,-4.85,7.746,9.508,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Gallic_acid,-4.85,6.249,8.258,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Gallic_acid,-4.84,7.76,9.777,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Gallic_acid,-4.81,7.787,9.9,5
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-5.376,0.0,0.0,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.984,1.327,4.113,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.949,5.902,8.913,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.79,1.769,3.432,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.594,6.526,9.507,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.551,15.792,18.87,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.532,5.922,8.195,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.435,3.423,6.359,4
fold_cplip2_s369a_y179f_palmitic_acid_model_4,Verytryl_Alcohol,-4.37,1.708,4.513,4
fold_cplip2_s369c_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.841,0.0,0.0,4
fold_cplip2_s369c_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.831,0.069,1.458,4
fold_cplip2_s369c_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.263,1.106,5.199,4
fold_cplip2_s369c_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.139,3.441,4.814,4
fold_cplip2_s369c_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.061,3.955,5.278,4
fold_cplip2_s369c_alphafold_model_4,4_Methoxyphenethyl_alcohol,-4.973,2.524,4.409,4
fold_cplip2_s369c_alphafold_model_4,4_Methoxyphenethyl_alcohol,-4.925,6.541,10.609,4
fold_cplip2_s369c_alphafold_model_4,4_Methoxyphenethyl_alcohol,-4.855,1.468,1.899,4
fold_cplip2_s369c_alphafold_model_4,4_Methoxyphenethyl_alcohol,-4.824,6.715,8.993,4
fold_cplip2_s369c_alphafold_model_4,Caffeic_Acid,-6.183,0.0,0.0,5
fold_cplip2_s369c_alphafold_model_4,Caffeic_Acid,-5.972,3.714,6.455,5
fold_cplip2_s369c_alphafold_model_4,Caffeic_Acid,-5.83,3.668,6.138,5
fold_cplip2_s369c_alphafold_model_4,Caffeic_Acid,-5.814,10.263,12.447,5
fold_cplip2_s369c_alphafold_model_4,Caffeic_Acid,-5.584,11.384,13.542,5
fold_cplip2_s369c_alphafold_model_4,Caffeic_Acid,-5.515,11.163,12.977,5
fold_cplip2_s369c_alphafold_model_4,Caffeic_Acid,-5.462,1.437,5.923,5
fold_cplip2_s369c_alphafold_model_4,Caffeic_Acid,-5.396,4.03,5.832,5
fold_cplip2_s369c_alphafold_model_4,Caffeic_Acid,-5.171,2.666,3.578,5
fold_cplip2_s369c_alphafold_model_4,Cinnamyl_alcohol,-6.406,0.0,0.0,3
fold_cplip2_s369c_alphafold_model_4,Cinnamyl_alcohol,-6.389,2.014,3.057,3
fold_cplip2_s369c_alphafold_model_4,Cinnamyl_alcohol,-6.372,1.978,2.719,3
fold_cplip2_s369c_alphafold_model_4,Cinnamyl_alcohol,-6.298,2.734,5.349,3
fold_cplip2_s369c_alphafold_model_4,Cinnamyl_alcohol,-6.233,3.504,5.957,3
fold_cplip2_s369c_alphafold_model_4,Cinnamyl_alcohol,-6.101,3.059,5.228,3
fold_cplip2_s369c_alphafold_model_4,Cinnamyl_alcohol,-6.081,5.143,7.199,3
fold_cplip2_s369c_alphafold_model_4,Cinnamyl_alcohol,-6.024,2.545,5.489,3
fold_cplip2_s369c_alphafold_model_4,Cinnamyl_alcohol,-5.868,10.834,12.511,3
fold_cplip2_s369c_alphafold_model_4,dimethoxybenzyl_alcohol,-6.033,0.0,0.0,4
fold_cplip2_s369c_alphafold_model_4,dimethoxybenzyl_alcohol,-5.917,1.759,5.718,4
fold_cplip2_s369c_alphafold_model_4,dimethoxybenzyl_alcohol,-5.871,1.785,3.194,4
fold_cplip2_s369c_alphafold_model_4,dimethoxybenzyl_alcohol,-5.748,2.064,3.432,4
fold_cplip2_s369c_alphafold_model_4,dimethoxybenzyl_alcohol,-5.671,1.872,3.524,4
fold_cplip2_s369c_alphafold_model_4,dimethoxybenzyl_alcohol,-5.541,1.487,3.273,4
fold_cplip2_s369c_alphafold_model_4,dimethoxybenzyl_alcohol,-5.531,3.542,7.962,4
fold_cplip2_s369c_alphafold_model_4,dimethoxybenzyl_alcohol,-5.484,7.227,11.329,4
fold_cplip2_s369c_alphafold_model_4,dimethoxybenzyl_alcohol,-5.365,7.671,11.272,4
fold_cplip2_s369c_alphafold_model_4,Ferulic_Acid,-6.189,0.0,0.0,5
fold_cplip2_s369c_alphafold_model_4,Ferulic_Acid,-5.944,2.814,6.367,5
fold_cplip2_s369c_alphafold_model_4,Ferulic_Acid,-5.858,7.094,9.586,5
fold_cplip2_s369c_alphafold_model_4,Ferulic_Acid,-5.791,3.068,5.484,5
fold_cplip2_s369c_alphafold_model_4,Ferulic_Acid,-5.304,1.668,5.935,5
fold_cplip2_s369c_alphafold_model_4,Ferulic_Acid,-5.302,7.538,9.811,5
fold_cplip2_s369c_alphafold_model_4,Ferulic_Acid,-5.278,1.742,1.848,5
fold_cplip2_s369c_alphafold_model_4,Ferulic_Acid,-5.152,2.165,3.455,5
fold_cplip2_s369c_alphafold_model_4,Ferulic_Acid,-5.122,3.379,4.973,5
fold_cplip2_s369c_alphafold_model_4,Gallic_acid,-5.3,0.0,0.0,5
fold_cplip2_s369c_alphafold_model_4,Gallic_acid,-5.285,0.045,2.402,5
fold_cplip2_s369c_alphafold_model_4,Gallic_acid,-5.146,1.995,4.299,5
fold_cplip2_s369c_alphafold_model_4,Gallic_acid,-5.142,2.068,4.412,5
fold_cplip2_s369c_alphafold_model_4,Gallic_acid,-4.974,8.515,10.675,5
fold_cplip2_s369c_alphafold_model_4,Gallic_acid,-4.942,2.196,3.615,5
fold_cplip2_s369c_alphafold_model_4,Gallic_acid,-4.921,8.619,10.703,5
fold_cplip2_s369c_alphafold_model_4,Gallic_acid,-4.877,10.348,13.039,5
fold_cplip2_s369c_alphafold_model_4,Gallic_acid,-4.838,1.377,3.965,5
fold_cplip2_s369c_alphafold_model_4,Verytryl_Alcohol,-5.453,0.0,0.0,4
fold_cplip2_s369c_alphafold_model_4,Verytryl_Alcohol,-5.028,2.931,4.532,4
fold_cplip2_s369c_alphafold_model_4,Verytryl_Alcohol,-4.982,6.273,8.832,4
fold_cplip2_s369c_alphafold_model_4,Verytryl_Alcohol,-4.967,6.074,9.34,4
fold_cplip2_s369c_alphafold_model_4,Verytryl_Alcohol,-4.944,3.244,4.556,4
fold_cplip2_s369c_alphafold_model_4,Verytryl_Alcohol,-4.928,3.474,5.179,4
fold_cplip2_s369c_alphafold_model_4,Verytryl_Alcohol,-4.705,1.699,3.329,4
fold_cplip2_s369c_alphafold_model_4,Verytryl_Alcohol,-4.627,1.897,2.937,4
fold_cplip2_s369c_alphafold_model_4,Verytryl_Alcohol,-4.428,1.708,4.798,4
fold_cplip2_s369c_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.648,0.0,0.0,4
fold_cplip2_s369c_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.569,13.748,17.597,4
fold_cplip2_s369c_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.48,1.152,5.014,4
fold_cplip2_s369c_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.294,2.665,4.441,4
fold_cplip2_s369c_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.213,2.004,5.791,4
fold_cplip2_s369c_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.091,14.069,16.801,4
fold_cplip2_s369c_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-4.993,14.315,17.547,4
fold_cplip2_s369c_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-4.96,4.732,7.101,4
fold_cplip2_s369c_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-4.904,15.609,16.739,4
fold_cplip2_s369c_palmitic_acid_model_4,Caffeic_Acid,-6.333,0.0,0.0,5
fold_cplip2_s369c_palmitic_acid_model_4,Caffeic_Acid,-6.162,2.863,6.83,5
fold_cplip2_s369c_palmitic_acid_model_4,Caffeic_Acid,-6.031,4.708,8.802,5
fold_cplip2_s369c_palmitic_acid_model_4,Caffeic_Acid,-5.947,10.096,12.459,5
fold_cplip2_s369c_palmitic_acid_model_4,Caffeic_Acid,-5.94,10.751,13.606,5
fold_cplip2_s369c_palmitic_acid_model_4,Caffeic_Acid,-5.778,9.993,12.582,5
fold_cplip2_s369c_palmitic_acid_model_4,Caffeic_Acid,-5.451,9.769,12.344,5
fold_cplip2_s369c_palmitic_acid_model_4,Caffeic_Acid,-5.41,10.692,13.317,5
fold_cplip2_s369c_palmitic_acid_model_4,Caffeic_Acid,-5.312,10.99,14.601,5
fold_cplip2_s369c_palmitic_acid_model_4,Cinnamyl_alcohol,-6.875,0.0,0.0,3
fold_cplip2_s369c_palmitic_acid_model_4,Cinnamyl_alcohol,-6.564,11.027,12.781,3
fold_cplip2_s369c_palmitic_acid_model_4,Cinnamyl_alcohol,-6.535,11.227,13.134,3
fold_cplip2_s369c_palmitic_acid_model_4,Cinnamyl_alcohol,-6.405,9.924,12.507,3
fold_cplip2_s369c_palmitic_acid_model_4,Cinnamyl_alcohol,-6.3,10.937,14.256,3
fold_cplip2_s369c_palmitic_acid_model_4,Cinnamyl_alcohol,-6.294,10.392,12.837,3
fold_cplip2_s369c_palmitic_acid_model_4,Cinnamyl_alcohol,-6.195,10.579,13.349,3
fold_cplip2_s369c_palmitic_acid_model_4,Cinnamyl_alcohol,-6.186,20.35,21.268,3
fold_cplip2_s369c_palmitic_acid_model_4,Cinnamyl_alcohol,-6.127,10.896,13.589,3
fold_cplip2_s369c_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.928,0.0,0.0,4
fold_cplip2_s369c_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.642,5.481,7.298,4
fold_cplip2_s369c_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.607,2.055,6.465,4
fold_cplip2_s369c_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.334,6.423,8.38,4
fold_cplip2_s369c_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.312,2.586,4.228,4
fold_cplip2_s369c_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.23,6.653,8.51,4
fold_cplip2_s369c_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.22,2.459,4.368,4
fold_cplip2_s369c_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.179,7.48,10.438,4
fold_cplip2_s369c_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.085,2.745,4.348,4
fold_cplip2_s369c_palmitic_acid_model_4,Ferulic_Acid,-6.334,0.0,0.0,5
fold_cplip2_s369c_palmitic_acid_model_4,Ferulic_Acid,-6.039,10.389,13.325,5
fold_cplip2_s369c_palmitic_acid_model_4,Ferulic_Acid,-6.012,10.98,13.816,5
fold_cplip2_s369c_palmitic_acid_model_4,Ferulic_Acid,-5.746,3.268,7.938,5
fold_cplip2_s369c_palmitic_acid_model_4,Ferulic_Acid,-5.714,1.623,6.569,5
fold_cplip2_s369c_palmitic_acid_model_4,Ferulic_Acid,-5.644,10.687,13.351,5
fold_cplip2_s369c_palmitic_acid_model_4,Ferulic_Acid,-5.481,16.671,20.548,5
fold_cplip2_s369c_palmitic_acid_model_4,Ferulic_Acid,-5.443,11.091,14.184,5
fold_cplip2_s369c_palmitic_acid_model_4,Ferulic_Acid,-5.372,11.719,14.794,5
fold_cplip2_s369c_palmitic_acid_model_4,Gallic_acid,-5.061,0.0,0.0,5
fold_cplip2_s369c_palmitic_acid_model_4,Gallic_acid,-5.058,0.025,2.402,5
fold_cplip2_s369c_palmitic_acid_model_4,Gallic_acid,-4.954,5.166,7.056,5
fold_cplip2_s369c_palmitic_acid_model_4,Gallic_acid,-4.919,6.272,8.397,5
fold_cplip2_s369c_palmitic_acid_model_4,Gallic_acid,-4.817,5.904,8.131,5
fold_cplip2_s369c_palmitic_acid_model_4,Gallic_acid,-4.802,5.111,7.128,5
fold_cplip2_s369c_palmitic_acid_model_4,Gallic_acid,-4.802,1.558,3.581,5
fold_cplip2_s369c_palmitic_acid_model_4,Gallic_acid,-4.799,1.552,3.476,5
fold_cplip2_s369c_palmitic_acid_model_4,Gallic_acid,-4.743,1.239,3.878,5
fold_cplip2_s369c_palmitic_acid_model_4,Verytryl_Alcohol,-5.388,0.0,0.0,4
fold_cplip2_s369c_palmitic_acid_model_4,Verytryl_Alcohol,-4.995,2.231,3.935,4
fold_cplip2_s369c_palmitic_acid_model_4,Verytryl_Alcohol,-4.945,1.74,3.347,4
fold_cplip2_s369c_palmitic_acid_model_4,Verytryl_Alcohol,-4.752,2.89,3.721,4
fold_cplip2_s369c_palmitic_acid_model_4,Verytryl_Alcohol,-4.669,6.012,9.023,4
fold_cplip2_s369c_palmitic_acid_model_4,Verytryl_Alcohol,-4.631,3.324,5.242,4
fold_cplip2_s369c_palmitic_acid_model_4,Verytryl_Alcohol,-4.468,1.593,4.264,4
fold_cplip2_s369c_palmitic_acid_model_4,Verytryl_Alcohol,-4.216,4.28,6.307,4
fold_cplip2_s369c_palmitic_acid_model_4,Verytryl_Alcohol,-4.2,2.712,4.569,4
fold_cplip2_wt_palmitic_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.639,0.0,0.0,4
fold_cplip2_wt_palmitic_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.59,13.659,17.51,4
fold_cplip2_wt_palmitic_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.486,1.125,5.229,4
fold_cplip2_wt_palmitic_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.449,14.208,17.52,4
fold_cplip2_wt_palmitic_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.374,12.68,15.979,4
fold_cplip2_wt_palmitic_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.273,10.538,14.072,4
fold_cplip2_wt_palmitic_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.209,12.195,15.809,4
fold_cplip2_wt_palmitic_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.086,2.641,4.252,4
fold_cplip2_wt_palmitic_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.076,1.53,1.881,4
fold_cplip2_wt_palmitic_alphafold_model_4,Caffeic_Acid,-6.378,0.0,0.0,5
fold_cplip2_wt_palmitic_alphafold_model_4,Caffeic_Acid,-6.169,2.766,6.721,5
fold_cplip2_wt_palmitic_alphafold_model_4,Caffeic_Acid,-6.008,10.006,12.321,5
fold_cplip2_wt_palmitic_alphafold_model_4,Caffeic_Acid,-5.818,10.804,13.587,5
fold_cplip2_wt_palmitic_alphafold_model_4,Caffeic_Acid,-5.734,3.892,8.089,5
fold_cplip2_wt_palmitic_alphafold_model_4,Caffeic_Acid,-5.681,10.211,12.779,5
fold_cplip2_wt_palmitic_alphafold_model_4,Caffeic_Acid,-5.303,10.838,13.4,5
fold_cplip2_wt_palmitic_alphafold_model_4,Caffeic_Acid,-5.17,10.356,12.838,5
fold_cplip2_wt_palmitic_alphafold_model_4,Caffeic_Acid,-5.043,10.838,13.943,5
fold_cplip2_wt_palmitic_alphafold_model_4,Cinnamyl_alcohol,-6.898,0.0,0.0,3
fold_cplip2_wt_palmitic_alphafold_model_4,Cinnamyl_alcohol,-6.699,11.236,13.016,3
fold_cplip2_wt_palmitic_alphafold_model_4,Cinnamyl_alcohol,-6.412,9.906,12.497,3
fold_cplip2_wt_palmitic_alphafold_model_4,Cinnamyl_alcohol,-6.357,10.122,12.937,3
fold_cplip2_wt_palmitic_alphafold_model_4,Cinnamyl_alcohol,-6.277,10.205,12.879,3
fold_cplip2_wt_palmitic_alphafold_model_4,Cinnamyl_alcohol,-6.229,11.026,13.241,3
fold_cplip2_wt_palmitic_alphafold_model_4,Cinnamyl_alcohol,-6.134,10.402,12.722,3
fold_cplip2_wt_palmitic_alphafold_model_4,Cinnamyl_alcohol,-6.027,11.469,13.526,3
fold_cplip2_wt_palmitic_alphafold_model_4,Cinnamyl_alcohol,-5.976,20.008,21.24,3
fold_cplip2_wt_palmitic_alphafold_model_4,dimethoxybenzyl_alcohol,-5.924,0.0,0.0,4
fold_cplip2_wt_palmitic_alphafold_model_4,dimethoxybenzyl_alcohol,-5.823,1.621,5.655,4
fold_cplip2_wt_palmitic_alphafold_model_4,dimethoxybenzyl_alcohol,-5.743,3.365,5.438,4
fold_cplip2_wt_palmitic_alphafold_model_4,dimethoxybenzyl_alcohol,-5.596,2.098,6.502,4
fold_cplip2_wt_palmitic_alphafold_model_4,dimethoxybenzyl_alcohol,-5.345,7.693,9.317,4
fold_cplip2_wt_palmitic_alphafold_model_4,dimethoxybenzyl_alcohol,-5.325,7.703,11.244,4
